,workerid,utterance,response,context,sentence_type,language,comments,dimension,valence,slide_number
954,19,huge,0.54,regular,coll,English ,,size,pos,2
955,19,mini,0.15,regular,dist,English ,,size,neg,3
956,19,mini,0.14,regular,coll,English ,,size,neg,3
957,19,little,0.13,regular,dist,English ,,size,neg,4
958,19,little,0.14,regular,coll,English ,,size,neg,4
959,19,deep,0.62,regular,dist,English ,,depth,pos,5
960,19,deep,0.61,regular,coll,English ,,depth,pos,5
961,19,slight,0.46,regular,dist,English ,,size,neg,6
962,19,slight,0.45,regular,coll,English ,,size,neg,6
963,19,skinny,0.11,regular,dist,English ,,width,neg,7
964,19,skinny,0.13,regular,coll,English ,,width,neg,7
965,19,high,0.22,regular,coll,English ,,height,pos,8
966,19,high,0.21,regular,dist,English ,,height,pos,8
967,19,long,0.23,regular,dist,English ,,length,pos,9
968,19,long,0.23,regular,coll,English ,,length,pos,9
969,19,wide,0.5,regular,coll,English ,,width,pos,10
970,19,wide,0.35,regular,dist,English ,,width,pos,10
971,19,tiny,0.38,regular,dist,English ,,size,neg,11
972,19,tiny,0.39,regular,coll,English ,,size,neg,11
973,19,thin,0.41,regular,coll,English ,,width,neg,12
974,19,thin,0.41,regular,dist,English ,,width,neg,12
975,19,narrow,0.42,regular,dist,English ,,width,neg,13
976,19,narrow,0.43,regular,coll,English ,,width,neg,13
977,19,lengthy,0.46,regular,coll,English ,,length,pos,14
978,19,lengthy,0.38,regular,dist,English ,,length,pos,14
979,19,large,0.47,regular,dist,English ,,size,pos,15
980,19,large,0.46,regular,coll,English ,,size,pos,15
981,19,flat,0.47,regular,coll,English ,,height,neg,16
982,19,flat,0.45,regular,dist,English ,,height,neg,16
983,19,low,0.47,regular,dist,English ,,height,neg,17
984,19,low,0.47,regular,coll,English ,,height,neg,17
985,19,fat,0.5,regular,coll,English ,,width,pos,18
986,19,fat,0.47,regular,dist,English ,,width,pos,18
987,19,tall,0.49,regular,coll,English ,,height,pos,19
988,19,tall,0.46,regular,dist,English ,,height,pos,19
989,19,heavy,0.4,regular,dist,English ,,weight,pos,20
990,19,heavy,0.41,regular,coll,English ,,weight,pos,20
991,19,thick,0.46,regular,dist,English ,,width,pos,21
992,19,thick,0.44,regular,coll,English ,,width,pos,21
993,19,full,0.47,regular,dist,English ,,capacity,pos,22
994,19,full,0.46,regular,coll,English ,,capacity,pos,22
995,19,humongous,0.36,regular,coll,English ,,size,pos,23
996,19,humongous,0.34,regular,dist,English ,,size,pos,23
997,19,short,0.5,regular,dist,English ,,height,neg,24
998,19,short,0.42,regular,coll,English ,,height,neg,24
999,19,small,0.49,regular,coll,English ,,size,neg,25
1000,19,small,0.48,regular,dist,English ,,size,neg,25
1001,20,tall,0.48,random,coll,English,,height,pos,1
1002,20,tall,0.6,random,dist,English,,height,pos,1
1003,20,flat,0.51,random,coll,English,,height,neg,2
1004,20,flat,0.42,random,dist,English,,height,neg,2
1005,20,long,0.56,random,coll,English,,length,pos,3
1006,20,long,0.49,random,dist,English,,length,pos,3
1007,20,high,0.56,random,dist,English,,height,pos,4
1008,20,high,0.45,random,coll,English,,height,pos,4
1009,20,fat,0.67,random,dist,English,,width,pos,5
1010,20,fat,0.54,random,coll,English,,width,pos,5
1011,20,little,0.57,random,dist,English,,size,neg,6
1012,20,little,0.65,random,coll,English,,size,neg,6
1013,20,narrow,0.54,random,dist,English,,width,neg,7
1014,20,narrow,0.61,random,coll,English,,width,neg,7
1015,20,deep,0.6,random,dist,English,,depth,pos,8
1016,20,deep,0.54,random,coll,English,,depth,pos,8
1017,20,mini,0.68,random,dist,English,,size,neg,9
1018,20,mini,0.61,random,coll,English,,size,neg,9
1019,20,huge,0.63,random,dist,English,,size,pos,10
1020,20,huge,0.57,random,coll,English,,size,pos,10
1021,20,thin,0.59,random,coll,English,,width,neg,11
1022,20,thin,0.65,random,dist,English,,width,neg,11
1023,20,small,0.5,random,dist,English,,size,neg,12
1024,20,small,0.59,random,coll,English,,size,neg,12
1025,20,slight,0.61,random,dist,English,,size,neg,13
1026,20,slight,0.69,random,coll,English,,size,neg,13
1027,20,wide,0.54,random,coll,English,,width,pos,14
1028,20,wide,0.63,random,dist,English,,width,pos,14
1029,20,lengthy,0.51,random,coll,English,,length,pos,15
1030,20,lengthy,0.69,random,dist,English,,length,pos,15
1031,20,heavy,0.5,random,coll,English,,weight,pos,16
1032,20,heavy,0.6,random,dist,English,,weight,pos,16
1033,20,thick,0.52,random,dist,English,,width,pos,17
1034,20,thick,0.64,random,coll,English,,width,pos,17
1035,20,humongous,0.51,random,coll,English,,size,pos,18
1036,20,humongous,0.58,random,dist,English,,size,pos,18
1037,20,full,0.57,random,dist,English,,capacity,pos,19
1038,20,full,0.64,random,coll,English,,capacity,pos,19
1039,20,tiny,0.51,random,dist,English,,size,neg,20
1040,20,tiny,0.59,random,coll,English,,size,neg,20
1041,20,large,0.55,random,dist,English,,size,pos,21
1042,20,large,0.62,random,coll,English,,size,pos,21
1043,20,skinny,0.54,random,dist,English,,width,neg,22
1044,20,skinny,0.6,random,coll,English,,width,neg,22
1045,20,big,0.59,random,coll,English,,size,pos,23
1046,20,big,0.66,random,dist,English,,size,pos,23
1047,20,short,0.56,random,coll,English,,height,neg,24
1048,20,short,0.6,random,dist,English,,height,neg,24
1049,20,low,0.62,random,coll,English,,height,neg,25
1050,20,low,0.68,random,dist,English,,height,neg,25
1051,21,huge,0.71,random,coll,English,I have no additional comments at this time,size,pos,1
1052,21,huge,0.28,random,dist,English,I have no additional comments at this time,size,pos,1
1053,21,narrow,0.13,random,coll,English,I have no additional comments at this time,width,neg,2
1054,21,narrow,0.81,random,dist,English,I have no additional comments at this time,width,neg,2
1055,21,high,0.49,random,dist,English,I have no additional comments at this time,height,pos,3
1056,21,high,0.49,random,coll,English,I have no additional comments at this time,height,pos,3
1057,21,big,0.24,random,dist,English,I have no additional comments at this time,size,pos,4
1058,21,big,0.74,random,coll,English,I have no additional comments at this time,size,pos,4
1059,21,full,0.24,random,coll,English,I have no additional comments at this time,capacity,pos,5
1060,21,full,0.61,random,dist,English,I have no additional comments at this time,capacity,pos,5
1061,21,small,0.2,random,coll,English,I have no additional comments at this time,size,neg,6
1062,21,small,0.82,random,dist,English,I have no additional comments at this time,size,neg,6
1063,21,mini,0.72,random,dist,English,I have no additional comments at this time,size,neg,7
1064,21,mini,0.22,random,coll,English,I have no additional comments at this time,size,neg,7
1065,21,thin,0.77,random,dist,English,I have no additional comments at this time,width,neg,8
1066,21,thin,0.2,random,coll,English,I have no additional comments at this time,width,neg,8
1067,21,humongous,0.16,random,dist,English,I have no additional comments at this time,size,pos,9
1068,21,humongous,0.81,random,coll,English,I have no additional comments at this time,size,pos,9
1069,21,tiny,0.16,random,coll,English,I have no additional comments at this time,size,neg,10
1070,21,tiny,0.79,random,dist,English,I have no additional comments at this time,size,neg,10
1071,21,lengthy,0.51,random,dist,English,I have no additional comments at this time,length,pos,11
1072,21,lengthy,0.51,random,coll,English,I have no additional comments at this time,length,pos,11
1073,21,thick,0.59,random,coll,English,I have no additional comments at this time,width,pos,12
1074,21,thick,0.39,random,dist,English,I have no additional comments at this time,width,pos,12
1075,21,short,0.68,random,dist,English,I have no additional comments at this time,height,neg,13
1076,21,short,0.26,random,coll,English,I have no additional comments at this time,height,neg,13
1077,21,deep,0.39,random,coll,English,I have no additional comments at this time,depth,pos,14
1078,21,deep,0.56,random,dist,English,I have no additional comments at this time,depth,pos,14
1079,21,wide,0.33,random,dist,English,I have no additional comments at this time,width,pos,15
1080,21,wide,0.73,random,coll,English,I have no additional comments at this time,width,pos,15
1081,21,tall,0.58,random,dist,English,I have no additional comments at this time,height,pos,16
1082,21,tall,0.42,random,coll,English,I have no additional comments at this time,height,pos,16
1083,21,fat,0.66,random,coll,English,I have no additional comments at this time,width,pos,17
1084,21,fat,0.38,random,dist,English,I have no additional comments at this time,width,pos,17
1085,21,long,0.35,random,coll,English,I have no additional comments at this time,length,pos,18
1086,21,long,0.64,random,dist,English,I have no additional comments at this time,length,pos,18
1087,21,skinny,0.74,random,dist,English,I have no additional comments at this time,width,neg,19
1088,21,skinny,0.3,random,coll,English,I have no additional comments at this time,width,neg,19
1089,21,large,0.68,random,coll,English,I have no additional comments at this time,size,pos,20
1090,21,large,0.28,random,dist,English,I have no additional comments at this time,size,pos,20
1091,21,slight,0.39,random,coll,English,I have no additional comments at this time,size,neg,21
1092,21,slight,0.57,random,dist,English,I have no additional comments at this time,size,neg,21
1093,21,low,0.37,random,coll,English,I have no additional comments at this time,height,neg,22
1094,21,low,0.55,random,dist,English,I have no additional comments at this time,height,neg,22
1095,21,heavy,0.33,random,dist,English,I have no additional comments at this time,weight,pos,23
1096,21,heavy,0.71,random,coll,English,I have no additional comments at this time,weight,pos,23
1097,21,little,0.69,random,dist,English,I have no additional comments at this time,size,neg,24
1098,21,little,0.25,random,coll,English,I have no additional comments at this time,size,neg,24
1099,21,flat,0.03,random,coll,English,I have no additional comments at this time,height,neg,25
1100,21,flat,0.97,random,dist,English,I have no additional comments at this time,height,neg,25
1101,22,wide,0.33,random,dist,english,,width,pos,1
1102,22,wide,0.45,random,coll,english,,width,pos,1
1103,22,humongous,0.59,random,coll,english,,size,pos,2
1104,22,humongous,0.32,random,dist,english,,size,pos,2
1105,22,full,0.58,random,dist,english,,capacity,pos,3
1106,22,full,0.38,random,coll,english,,capacity,pos,3
1107,22,large,0.6,random,dist,english,,size,pos,4
1108,22,large,0.4,random,coll,english,,size,pos,4
1109,22,tall,0.4,random,coll,english,,height,pos,5
1110,22,tall,0.64,random,dist,english,,height,pos,5
1111,22,small,0.56,random,coll,english,,size,neg,6
1112,22,small,0.35,random,dist,english,,size,neg,6
1113,22,deep,0.66,random,coll,english,,depth,pos,7
1114,22,deep,0.47,random,dist,english,,depth,pos,7
1115,22,fat,0.63,random,coll,english,,width,pos,8
1116,22,fat,0.45,random,dist,english,,width,pos,8
1117,22,flat,0.34,random,dist,english,,height,neg,9
1118,22,flat,0.52,random,coll,english,,height,neg,9
1119,22,low,0.7,random,coll,english,,height,neg,10
1120,22,low,0.5,random,dist,english,,height,neg,10
1121,22,short,0.64,random,dist,english,,height,neg,11
1122,22,short,0.44,random,coll,english,,height,neg,11
1123,22,huge,0.69,random,coll,english,,size,pos,12
1124,22,huge,0.48,random,dist,english,,size,pos,12
1125,22,slight,0.72,random,coll,english,,size,neg,13
1126,22,slight,0.29,random,dist,english,,size,neg,13
1127,22,heavy,0.67,random,dist,english,,weight,pos,14
1128,22,heavy,0.39,random,coll,english,,weight,pos,14
1129,22,mini,0.68,random,coll,english,,size,neg,15
1130,22,mini,0.36,random,dist,english,,size,neg,15
1131,22,thick,0.64,random,dist,english,,width,pos,16
1132,22,thick,0.31,random,coll,english,,width,pos,16
1133,22,big,0.68,random,dist,english,,size,pos,17
1134,22,big,0.35,random,coll,english,,size,pos,17
1135,22,tiny,0.7,random,coll,english,,size,neg,18
1136,22,tiny,0.45,random,dist,english,,size,neg,18
1137,22,little,0.69,random,coll,english,,size,neg,19
1138,22,little,0.38,random,dist,english,,size,neg,19
1139,22,high,0.6,random,coll,english,,height,pos,20
1140,22,high,0.31,random,dist,english,,height,pos,20
1141,22,long,0.61,random,coll,english,,length,pos,21
1142,22,long,0.42,random,dist,english,,length,pos,21
1143,22,narrow,0.36,random,coll,english,,width,neg,22
1144,22,narrow,0.64,random,dist,english,,width,neg,22
1145,22,thin,0.68,random,dist,english,,width,neg,23
1146,22,thin,0.5,random,coll,english,,width,neg,23
1147,22,lengthy,0.66,random,dist,english,,length,pos,24
1148,22,lengthy,0.35,random,coll,english,,length,pos,24
1149,22,skinny,0.64,random,dist,english,,width,neg,25
1150,22,skinny,0.43,random,coll,english,,width,neg,25
1151,23,full,0.88,regular,coll,english,,capacity,pos,1
1152,23,full,0.86,regular,dist,english,,capacity,pos,1
1153,23,big,0.11,regular,dist,english,,size,pos,2
1154,23,big,0.8,regular,coll,english,,size,pos,2
1155,23,little,0.8,regular,dist,english,,size,neg,3
1156,23,little,0.38,regular,coll,english,,size,neg,3
1157,23,large,0.79,regular,dist,english,,size,pos,4
1158,23,large,0.18,regular,coll,english,,size,pos,4
1159,23,humongous,0.72,regular,coll,english,,size,pos,5
1160,23,humongous,0.15,regular,dist,english,,size,pos,5
1161,23,high,0.73,regular,coll,english,,height,pos,6
1162,23,high,0.13,regular,dist,english,,height,pos,6
1163,23,fat,0.74,regular,coll,english,,width,pos,7
1164,23,fat,0.21,regular,dist,english,,width,pos,7
1165,23,slight,0.72,regular,dist,english,,size,neg,8
1166,23,slight,0.27,regular,coll,english,,size,neg,8
1167,23,thick,0.69,regular,dist,english,,width,pos,9
1168,23,thick,0.26,regular,coll,english,,width,pos,9
1169,23,mini,0.15,regular,coll,english,,size,neg,10
1170,23,mini,0.77,regular,dist,english,,size,neg,10
1171,23,huge,0.74,regular,dist,english,,size,pos,11
1172,23,huge,0.16,regular,coll,english,,size,pos,11
1173,23,tall,0.73,regular,dist,english,,height,pos,12
1174,23,tall,0.2,regular,coll,english,,height,pos,12
1175,23,tiny,0.79,regular,dist,english,,size,neg,13
1176,23,tiny,0.19,regular,coll,english,,size,neg,13
1177,23,small,0.1,regular,coll,english,,size,neg,14
1178,23,small,0.71,regular,dist,english,,size,neg,14
1179,23,deep,0.14,regular,coll,english,,depth,pos,15
1180,23,deep,0.73,regular,dist,english,,depth,pos,15
1181,23,skinny,0.72,regular,dist,english,,width,neg,16
1182,23,skinny,0.1,regular,coll,english,,width,neg,16
1183,23,heavy,0.74,regular,dist,english,,weight,pos,17
1184,23,heavy,0.15,regular,coll,english,,weight,pos,17
1185,23,low,0.75,regular,dist,english,,height,neg,18
1186,23,low,0.18,regular,coll,english,,height,neg,18
1187,23,short,0.69,regular,dist,english,,height,neg,19
1188,23,short,0.14,regular,coll,english,,height,neg,19
1189,23,thin,0.71,regular,dist,english,,width,neg,20
1190,23,thin,0.24,regular,coll,english,,width,neg,20
1191,23,wide,0.71,regular,dist,english,,width,pos,21
1192,23,wide,0.17,regular,coll,english,,width,pos,21
1193,23,long,0.68,regular,dist,english,,length,pos,22
1194,23,long,0.15,regular,coll,english,,length,pos,22
1195,23,flat,0.71,regular,dist,english,,height,neg,23
1196,23,flat,0.12,regular,coll,english,,height,neg,23
1197,23,lengthy,0.15,regular,coll,english,,length,pos,24
1198,23,lengthy,0.73,regular,dist,english,,length,pos,24
1199,23,narrow,0.1,regular,coll,english,,width,neg,25
1200,23,narrow,0.77,regular,dist,english,,width,neg,25
1201,24,huge,0.39,regular,coll,english,,size,pos,1
1202,24,huge,0.42,regular,dist,english,,size,pos,1
1203,24,thin,0.58,regular,dist,english,,width,neg,2
1204,24,thin,0.41,regular,coll,english,,width,neg,2
1205,24,heavy,0.51,regular,coll,english,,weight,pos,3
1206,24,heavy,0.42,regular,dist,english,,weight,pos,3
1207,24,tiny,0.35,regular,coll,english,,size,neg,4
1208,24,tiny,0.48,regular,dist,english,,size,neg,4
1209,24,mini,0.39,regular,coll,english,,size,neg,5
1210,24,mini,0.5,regular,dist,english,,size,neg,5
1211,24,big,0.53,regular,coll,english,,size,pos,6
1212,24,big,0.53,regular,dist,english,,size,pos,6
1213,24,deep,0.61,regular,dist,english,,depth,pos,7
1214,24,deep,0.38,regular,coll,english,,depth,pos,7
1215,24,large,0.48,regular,coll,english,,size,pos,8
1216,24,large,0.57,regular,dist,english,,size,pos,8
1217,24,high,0.42,regular,dist,english,,height,pos,9
1218,24,high,0.51,regular,coll,english,,height,pos,9
1219,24,slight,0.52,regular,dist,english,,size,neg,10
1220,24,slight,0.41,regular,coll,english,,size,neg,10
1221,24,little,0.44,regular,coll,english,,size,neg,11
1222,24,little,0.51,regular,dist,english,,size,neg,11
1223,24,tall,0.5,regular,dist,english,,height,pos,12
1224,24,tall,0.49,regular,coll,english,,height,pos,12
1225,24,thick,0.58,regular,dist,english,,width,pos,13
1226,24,thick,0.47,regular,coll,english,,width,pos,13
1227,24,humongous,0.46,regular,dist,english,,size,pos,14
1228,24,humongous,0.44,regular,coll,english,,size,pos,14
1229,24,long,0.44,regular,coll,english,,length,pos,15
1230,24,long,0.54,regular,dist,english,,length,pos,15
1231,24,fat,0.44,regular,coll,english,,width,pos,16
1232,24,fat,0.51,regular,dist,english,,width,pos,16
1233,24,small,0.41,regular,coll,english,,size,neg,17
1234,24,small,0.49,regular,dist,english,,size,neg,17
1235,24,flat,0.55,regular,dist,english,,height,neg,18
1236,24,flat,0.47,regular,coll,english,,height,neg,18
1237,24,skinny,0.52,regular,dist,english,,width,neg,19
1238,24,skinny,0.44,regular,coll,english,,width,neg,19
1239,24,full,0.55,regular,dist,english,,capacity,pos,20
1240,24,full,0.27,regular,coll,english,,capacity,pos,20
1241,24,wide,0.49,regular,dist,english,,width,pos,21
1242,24,wide,0.41,regular,coll,english,,width,pos,21
1243,24,narrow,0.53,regular,dist,english,,width,neg,22
1244,24,narrow,0.41,regular,coll,english,,width,neg,22
1245,24,lengthy,0.39,regular,coll,english,,length,pos,23
1246,24,lengthy,0.45,regular,dist,english,,length,pos,23
1247,24,short,0.43,regular,dist,english,,height,neg,24
1248,24,short,0.34,regular,coll,english,,height,neg,24
1249,24,low,0.51,regular,dist,english,,height,neg,25
1250,24,low,0.44,regular,coll,english,,height,neg,25
1251,25,large,0.76,regular,dist,english,,size,pos,1
1252,25,large,0.51,regular,coll,english,,size,pos,1
1253,25,flat,0.49,regular,coll,english,,height,neg,2
1254,25,flat,0.49,regular,dist,english,,height,neg,2
1255,25,long,0.59,regular,dist,english,,length,pos,3
1256,25,long,0.73,regular,coll,english,,length,pos,3
1257,25,skinny,0.45,regular,dist,english,,width,neg,4
1258,25,skinny,0.47,regular,coll,english,,width,neg,4
1259,25,deep,0.54,regular,coll,english,,depth,pos,5
1260,25,deep,0.53,regular,dist,english,,depth,pos,5
1261,25,lengthy,0.68,regular,coll,english,,length,pos,6
1262,25,lengthy,0.79,regular,dist,english,,length,pos,6
1263,25,wide,0.57,regular,coll,english,,width,pos,7
1264,25,wide,0.53,regular,dist,english,,width,pos,7
1265,25,humongous,0.36,regular,dist,english,,size,pos,8
1266,25,humongous,0.82,regular,coll,english,,size,pos,8
1267,25,tiny,0.39,regular,coll,english,,size,neg,9
1268,25,tiny,0.63,regular,dist,english,,size,neg,9
1269,25,slight,0.49,regular,coll,english,,size,neg,10
1270,25,slight,0.49,regular,dist,english,,size,neg,10
1271,25,full,0.44,regular,coll,english,,capacity,pos,11
1272,25,full,0.69,regular,dist,english,,capacity,pos,11
1273,25,fat,0.42,regular,dist,english,,width,pos,12
1274,25,fat,0.41,regular,coll,english,,width,pos,12
1275,25,thick,0.47,regular,dist,english,,width,pos,13
1276,25,thick,0.46,regular,coll,english,,width,pos,13
1277,25,thin,0.47,regular,dist,english,,width,neg,14
1278,25,thin,0.47,regular,coll,english,,width,neg,14
1279,25,big,0.37,regular,dist,english,,size,pos,15
1280,25,big,0.62,regular,coll,english,,size,pos,15
1281,25,heavy,0.72,regular,coll,english,,weight,pos,16
1282,25,heavy,0.37,regular,dist,english,,weight,pos,16
1283,25,mini,0.5,regular,coll,english,,size,neg,17
1284,25,mini,0.47,regular,dist,english,,size,neg,17
1285,25,small,0.41,regular,dist,english,,size,neg,18
1286,25,small,0.18,regular,coll,english,,size,neg,18
1287,25,little,0.49,regular,dist,english,,size,neg,19
1288,25,little,0.47,regular,coll,english,,size,neg,19
1289,25,tall,0.46,regular,dist,english,,height,pos,20
1290,25,tall,0.45,regular,coll,english,,height,pos,20
1291,25,low,0.43,regular,dist,english,,height,neg,21
1292,25,low,0.44,regular,coll,english,,height,neg,21
1293,25,short,0.43,regular,dist,english,,height,neg,22
1294,25,short,0.42,regular,coll,english,,height,neg,22
1295,25,high,0.6,regular,coll,english,,height,pos,23
1296,25,high,0.26,regular,dist,english,,height,pos,23
1297,25,huge,0.5,regular,dist,english,,size,pos,24
1298,25,huge,0.5,regular,coll,english,,size,pos,24
1299,25,narrow,0.46,regular,dist,english,,width,neg,25
1300,25,narrow,0.45,regular,coll,english,,width,neg,25
1301,26,high,0.7,regular,dist,Engligh,NONE,height,pos,1
1302,26,high,0.85,regular,coll,Engligh,NONE,height,pos,1
1303,26,mini,0.38,regular,coll,Engligh,NONE,size,neg,2
1304,26,mini,0.45,regular,dist,Engligh,NONE,size,neg,2
1305,26,long,0.42,regular,coll,Engligh,NONE,length,pos,3
1306,26,long,0.73,regular,dist,Engligh,NONE,length,pos,3
1307,26,short,0.33,regular,coll,Engligh,NONE,height,neg,4
1308,26,short,0.79,regular,dist,Engligh,NONE,height,neg,4
1309,26,slight,0.42,regular,coll,Engligh,NONE,size,neg,5
1310,26,slight,0.63,regular,dist,Engligh,NONE,size,neg,5
1311,26,humongous,0.6,regular,coll,Engligh,NONE,size,pos,6
1312,26,humongous,0.51,regular,dist,Engligh,NONE,size,pos,6
1313,26,big,0.75,regular,dist,Engligh,NONE,size,pos,7
1314,26,big,0.8,regular,coll,Engligh,NONE,size,pos,7
1315,26,heavy,0.74,regular,coll,Engligh,NONE,weight,pos,8
1316,26,heavy,0.73,regular,dist,Engligh,NONE,weight,pos,8
1317,26,wide,0.78,regular,coll,Engligh,NONE,width,pos,9
1318,26,wide,0.81,regular,dist,Engligh,NONE,width,pos,9
1319,26,full,0.8,regular,dist,Engligh,NONE,capacity,pos,10
1320,26,full,0.69,regular,coll,Engligh,NONE,capacity,pos,10
1321,26,flat,0.33,regular,dist,Engligh,NONE,height,neg,11
1322,26,flat,0.33,regular,coll,Engligh,NONE,height,neg,11
1323,26,huge,0.8,regular,dist,Engligh,NONE,size,pos,12
1324,26,huge,0.83,regular,coll,Engligh,NONE,size,pos,12
1325,26,thick,0.77,regular,dist,Engligh,NONE,width,pos,13
1326,26,thick,0.62,regular,coll,Engligh,NONE,width,pos,13
1327,26,deep,0.61,regular,coll,Engligh,NONE,depth,pos,14
1328,26,deep,0.79,regular,dist,Engligh,NONE,depth,pos,14
1329,26,narrow,0.72,regular,dist,Engligh,NONE,width,neg,15
1330,26,narrow,0.59,regular,coll,Engligh,NONE,width,neg,15
1331,26,skinny,0.75,regular,dist,Engligh,NONE,width,neg,16
1332,26,skinny,0.66,regular,coll,Engligh,NONE,width,neg,16
1333,26,thin,0.64,regular,dist,Engligh,NONE,width,neg,17
1334,26,thin,0.49,regular,coll,Engligh,NONE,width,neg,17
1335,26,small,0.65,regular,coll,Engligh,NONE,size,neg,18
1336,26,small,0.81,regular,dist,Engligh,NONE,size,neg,18
1337,26,large,0.8,regular,coll,Engligh,NONE,size,pos,19
1338,26,large,0.63,regular,dist,Engligh,NONE,size,pos,19
1339,26,tall,0.77,regular,coll,Engligh,NONE,height,pos,20
1340,26,tall,0.75,regular,dist,Engligh,NONE,height,pos,20
1341,26,lengthy,0.78,regular,dist,Engligh,NONE,length,pos,21
1342,26,lengthy,0.78,regular,coll,Engligh,NONE,length,pos,21
1343,26,little,0.69,regular,coll,Engligh,NONE,size,neg,22
1344,26,little,0.79,regular,dist,Engligh,NONE,size,neg,22
1345,26,low,0.65,regular,dist,Engligh,NONE,height,neg,23
1346,26,low,0.77,regular,coll,Engligh,NONE,height,neg,23
1347,26,tiny,0.74,regular,dist,Engligh,NONE,size,neg,24
1348,26,tiny,0.52,regular,coll,Engligh,NONE,size,neg,24
1349,26,fat,0.75,regular,dist,Engligh,NONE,width,pos,25
1350,26,fat,0.62,regular,coll,Engligh,NONE,width,pos,25
1351,27,flat,0.75,random,dist,English,,height,neg,1
1352,27,flat,0.01,random,coll,English,,height,neg,1
1353,27,slight,0.16,random,dist,English,,size,neg,2
1354,27,slight,0.82,random,coll,English,,size,neg,2
1355,27,tiny,0.15,random,dist,English,,size,neg,3
1356,27,tiny,0.87,random,coll,English,,size,neg,3
1357,27,little,0.82,random,dist,English,,size,neg,4
1358,27,little,0.16,random,coll,English,,size,neg,4
1359,27,big,0.98,random,coll,English,,size,pos,5
1360,27,big,0,random,dist,English,,size,pos,5
1361,27,deep,0.02,random,dist,English,,depth,pos,6
1362,27,deep,0.95,random,coll,English,,depth,pos,6
1363,27,huge,0.03,random,dist,English,,size,pos,7
1364,27,huge,0.99,random,coll,English,,size,pos,7
1365,27,short,0.01,random,coll,English,,height,neg,8
1366,27,short,0.97,random,dist,English,,height,neg,8
1367,27,mini,0.97,random,dist,English,,size,neg,9
1368,27,mini,0.01,random,coll,English,,size,neg,9
1369,27,fat,0.99,random,coll,English,,width,pos,10
1370,27,fat,0.02,random,dist,English,,width,pos,10
1371,27,long,0.98,random,coll,English,,length,pos,11
1372,27,long,0.02,random,dist,English,,length,pos,11
1373,27,thick,0.01,random,dist,English,,width,pos,12
1374,27,thick,0.96,random,coll,English,,width,pos,12
1375,27,tall,0.98,random,coll,English,,height,pos,13
1376,27,tall,0.01,random,dist,English,,height,pos,13
1377,27,low,0.89,random,dist,English,,height,neg,14
1378,27,low,0.03,random,coll,English,,height,neg,14
1379,27,heavy,0.99,random,coll,English,,weight,pos,15
1380,27,heavy,0.49,random,dist,English,,weight,pos,15
1381,27,large,0.99,random,coll,English,,size,pos,16
1382,27,large,0.36,random,dist,English,,size,pos,16
1383,27,small,0.01,random,coll,English,,size,neg,17
1384,27,small,0.97,random,dist,English,,size,neg,17
1385,27,narrow,0.71,random,dist,English,,width,neg,18
1386,27,narrow,0.01,random,coll,English,,width,neg,18
1387,27,thin,0.03,random,coll,English,,width,neg,19
1388,27,thin,0.73,random,dist,English,,width,neg,19
1389,27,humongous,0.97,random,coll,English,,size,pos,20
1390,27,humongous,0.02,random,dist,English,,size,pos,20
1391,27,wide,0.24,random,dist,English,,width,pos,21
1392,27,wide,0.94,random,coll,English,,width,pos,21
1393,27,lengthy,0.98,random,coll,English,,length,pos,22
1394,27,lengthy,0.01,random,dist,English,,length,pos,22
1395,27,high,0.99,random,coll,English,,height,pos,23
1396,27,high,0.01,random,dist,English,,height,pos,23
1397,27,full,0.47,random,coll,English,,capacity,pos,24
1398,27,full,0.46,random,dist,English,,capacity,pos,24
1399,27,skinny,0.01,random,coll,English,,width,neg,25
1400,27,skinny,0.95,random,dist,English,,width,neg,25
1401,28,high,0.9,regular,coll,English,,height,pos,1
1402,28,high,0.09,regular,dist,English,,height,pos,1
1403,28,heavy,0.84,regular,dist,English,,weight,pos,2
1404,28,heavy,0.4,regular,coll,English,,weight,pos,2
1405,28,skinny,0.93,regular,dist,English,,width,neg,3
1406,28,skinny,0.05,regular,coll,English,,width,neg,3
1407,28,thick,0.13,regular,coll,English,,width,pos,4
1408,28,thick,0.9,regular,dist,English,,width,pos,4
1409,28,narrow,0.9,regular,dist,English,,width,neg,5
1410,28,narrow,0.38,regular,coll,English,,width,neg,5
1411,28,full,0.28,regular,coll,English,,capacity,pos,6
1412,28,full,0.89,regular,dist,English,,capacity,pos,6
1413,28,big,0.9,regular,dist,English,,size,pos,7
1414,28,big,0.71,regular,coll,English,,size,pos,7
1415,28,fat,0.84,regular,dist,English,,width,pos,8
1416,28,fat,0.75,regular,coll,English,,width,pos,8
1417,28,small,0.36,regular,coll,English,,size,neg,9
1418,28,small,0.83,regular,dist,English,,size,neg,9
1419,28,deep,0.73,regular,coll,English,,depth,pos,10
1420,28,deep,0.73,regular,dist,English,,depth,pos,10
1421,28,tiny,0.87,regular,dist,English,,size,neg,11
1422,28,tiny,0.77,regular,coll,English,,size,neg,11
1423,28,mini,0.82,regular,dist,English,,size,neg,12
1424,28,mini,0.74,regular,coll,English,,size,neg,12
1425,28,long,0.83,regular,dist,English,,length,pos,13
1426,28,long,0.45,regular,coll,English,,length,pos,13
1427,28,short,0.81,regular,dist,English,,height,neg,14
1428,28,short,0.13,regular,coll,English,,height,neg,14
